カーボー,キーボー,チンピラ,コンクリ,エンジン,ピーカー,ハッカー,カップラ,キーコン,ガラクタ,カランカラ,プラカー,ハッキリ,カチャカチ,コントロ,ハッキン,パーカー,ワイトボ
2,5,1,2,3,1,4,1,1,1,1,1,2,4,1,9,1,1
