マルマジ,スルコト,クリピク,ポタリポタ,クリスタ,バタンバタ,ドーゴー,クッキリ,カーペッ,ワーアップ,ワーキャッ,ヒーリン,ハッキリ,ジリスク,ブルスレ,コントロ,ポーカー,アーハー,ポイズン
1,1,1,1,2,1,2,1,2,1,3,6,3,1,1,4,3,6,1
