カラカン,コンクリ,エンジン,メラゴー,ブーバキ,ビリボー,ポンコツ,ワンパン,タヂカラ,ジャングル,ハッキン,クラウン,パーカー,コンピュー,ヨロシク,スクリーン
1,2,2,1,2,1,1,1,1,1,1,1,1,7,1,1
