ワンピー,コンパク,チンピラ,エンジン,ポンコツ,プスピー,テクノロ,ボンクラ,ドーピン,ドサツカ,タックル,ホログラ,コントロ,ヒーカッ,グスピー,シナプス,コンピュー,ブラウン
1,1,1,5,2,4,1,1,1,1,1,2,3,1,3,1,4,2
