わなかっ,つんがつ,かっちま,でこくり,のおばちゃ,ぱったら,くるから,からこち,はたぶん,くること,しなこと,ちらこそ,すごいじ,つけてく,するから,もそもく,からんから,てくくる,くらこと,おいてく,ふんぞり,するぱー,こそしな,なみにこ,とこのお,かりのお,つけたら,くったっ,けたとこ,がりこり,わーばら,ばらくす,てかわい,しったら,すくどー,すかうと,ずたじろ,ひしめき,しくぶつ,がくすく,くらする,もそうだ,うとしな,ぐすかー,しくすれ,もくくる,しなかっ,こっとん,がたかっ,わんぴー,どくとこ,ぴっきん,からかん,こてんぱん,くりこり,うとする,すかくん,かすこと,かってく,こそうと,めたどろ,ふさがら,ぽーちか,てくから,じところ,たっちゃぶ,くるかん,うじゃうじ,ことはき,だらしな,ぷんすか,もたぶん,たっぷり,はっきり,かったら,ちまうか,かりすら,こりすか,うところ,たっくす,よろしく,もたしな,ぶるぐら,たらどす,からぼろ,くるぐら,しながら,すること,ざーすべ,がりくだ,しくから,ぱらから,くりとこ,わいてく,するぐら,じゃんぱー,ことごと,からかた,ことぐら,すかへと,くらぐら,かんばか,たらしく,うだから,にやしな,ぶつかっ,かりきり,すかのそ,からぱき,くりする,ちらへと,もりこり,しげにや,すべから,こんかー,すいきり,すかのお,ざわめき,もそうか,ことしな,てくるん,わんばか,かんてら,びしょびし,しっかり,うとすれ
2,1,1,1,1,1,3,1,2,2,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,21,1,1,1,1,1,1,1,1,1,1,6,4,1,5,1,1,2,1,1,7,1,1,3,1,1,1,2,1,1,1,22,1,1,2,1,1,2,12,4,1,1,1,3,1,6,1,1,1,1,1,17,12,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,3,1,1,3,2,1,1,6,1,1,1,1,1,1,2,12,1,2,1
