ワードス,カーボー,コンクリ,エンジン,ピーカー,ウトスル,プスピー,クリスタ,テクノロ,シーツカ,ボーリン,チューガク,スカイラ,ツーリン,マルキュー,フラカン,タックル,クリアー,キーワー,キシコン,ブンワー,ジャングル,バングル,コントロ,ハッキン,ポーカー,ペットボ,ワイトボ,スーパー,スクリーン
3,1,5,16,6,1,2,1,4,1,1,1,2,2,1,5,5,2,1,2,17,1,2,1,1,4,1,1,4,2
