ワンピー,カンテラ,コンクリ,モゴブリ,スクドー,ノタウロ,ハッピー,バシャバシ,カチンコチ,ガチャガチ,ドタバタ,コットン,ジリスク,カチャカチ,カタコト,シャンプー,ピンポイ,ポイズン,スゴブリ
2,16,1,2,1,22,1,1,1,1,1,1,1,1,1,1,1,1,4
