ワンピー,スカウト,カンテラ,スクドー,ワーバラ,ジャンパー,タッチャブ,クルカン,ウジャウジ,カランカラ,ピッキン,コンカー,コットン,ツンガツ,グスカー
5,21,14,2,1,1,1,23,1,1,1,6,4,1,1
