ピンキリ,バンパー,シャーペン,トロイラ,ムズアップ,ツンデレ,コンクリ,エンジン,ブルチョコ,チュージン,ピーカー,クスカリ,トロベリ,テクノロ,カードキ,ガラクタ,カランカラ,プリゲー,ドタバタ,チョコリン,ベントボ,ドンパチ,ホログラ,カチャカチ,ジャングル,バンドタ,コントロ,シャンプー,キービシ,パーカー,エンドロ,スーパー,ザックザク,チョココロ
1,1,1,24,1,2,6,1,1,1,1,1,1,13,3,1,6,1,1,1,1,1,4,1,1,1,10,1,1,3,1,1,1,2
