ワンピー,ポージン,キーボー,ワンシー,プリクラ,カンフー,オタクー,チンピラ,ツンデレ,ポンポコ,コンクリ,エンジン,デコピン,ピーカー,ムシャクシャ,クスカリ,ツラクッ,ゴーグル,デカブツ,クリキン,ベリハッ,キャッスル,クリスタ,ゴチャゴチ,カードキ,ガラクタ,ブースタ,ウジャウジ,バシャバシ,パンチマ,リンドブ,クンガク,ツンカツ,ワーアップ,ガチャガチ,グラウン,プリズン,パラシュー,コンチク,ハッキリ,カップリ,ポツリポツ,クシャポイ,カタコト,コントロ,タッパー,シックド,ジークラ,パーカー,ピーキー,ヒラリヒラ,コンピュー,ブラウン,プラグラ,スーパー,ピードタ,バタフラ,スクキー,アーベラ,スクリーン,スタプラ
2,1,10,3,1,1,1,2,1,2,6,4,1,1,1,2,1,2,2,5,1,1,4,3,1,1,3,2,1,67,5,1,1,6,5,1,1,1,1,15,1,1,1,1,8,4,1,217,13,1,1,1,1,1,4,1,2,1,69,3,1
