ワードス,ワンシー,コンパク,チンピラ,ムズアップ,ジャンキー,コンクリ,エンジン,デカブツ,リンガー,メリカン,ハッピー,グイベン,ガサゴソ,ガラクタ,カーペッ,ガチャガチ,ビングル,ワンカッ,パラシュー,ドンピシ,キーワー,ドンパチ,ホログラ,ハッキリ,ジャングル,キンシッ,ポーカー,スーツケ,チリンチリ,コンピュー,ブラウン,ピンポイ,ブーメラ,バタフラ,スクリーン
2,1,1,4,1,15,3,14,1,1,1,1,1,1,1,1,1,1,1,1,3,1,7,4,4,1,1,1,1,2,1,1,3,1,1,1
