スタビラ,キーボー,ザーガン,コンクリ,スルメタ,エンジン,ザーポイ,ポンコツ,プスピー,サバゲー,ゲームク,ゴチャゴチ,ボーリン,ワンツー,クラスレ,チンカス,リングショ,タックル,ガチャガチ,カーボン,プリンクラ,カツキリ,グラウン,ブルタッ,コンチク,ハッキリ,パンピー,キーアー,チンタラ,ブラコン,コントロ,シャンプー,ヒーカッ,キンシッ,コンスタ,ペットボ,スカウン,スーパー,ピンポイ,パーカッ
1,2,1,3,1,1,1,1,1,1,3,1,2,2,1,1,2,7,1,2,2,30,6,1,2,3,2,1,1,2,3,1,6,2,2,4,2,2,1,2
