チョンケチョン,スーハー,ポンコツ,ハッピー,ワンワー,タッチャブ,デカワン,ハードボ,コンプリ,グーパン,ワーアップ,ドタバタ,プリズン,チンバチ,ブラウン,スーパー,バンジー,ハーボー
1,2,4,2,1,1,1,1,1,1,2,1,6,1,1,1,1,1
