ドキドキ,ボロボロ,ガチガチ,ジロジロ,クスクス,キョロキョロ,ワクワク
"['\u3000僕はドキドキする一方だった。\n', '\u3000妙に色っぽくてドキドキしてしまう。\n', '\u3000未だに僕を十歳だと思っているアニエスさんと一つの布団で寝るのは、すごくドキドキした。\n', '\u3000また胸がドキドキするけど、今度はちょっと違う感覚だ。\n', '\u3000確かにおでこにキスされたせいで、気持ちがドキドキしてるのは確かだけど……。\n']","['\u3000衝撃波が四方に吹き荒れ、内壁がボロボロに吹き飛んでいく。\n', '\u3000衝撃波を受けて、試験官は……まあ、ちょっぴりボロボロになってた。\n']",['\u3000……駄目だ、二人ともガチガチだ。\n'],['\u3000そもそも、ジロジロ見るわけにもいかないし。\n'],['\u3000ルイーゼさんがクスクスと笑っていた。\n'],['\u3000目を覚ましたらしく、キョロキョロと周囲を見回すアイザック。\n'],['「俺が最強になるためには、まだまだ超えなきゃいけない奴が多いぜ。へっ、ワクワクさせてくれるじゃねーか」\n']
