ブラザー,カラカン,クルパー,ワンピー,スカウト,チンピラ,ムズアップ,ウンチク,プルルン,トンガリ,ジューシー,ピーチク,デカブツ,ワンパン,パーチク,チーピラ,ブルルン,カンプン,バキボキ,ガラクタ,ブースタ,ボンクラ,サラツヤ,ピーポー,ドタバタ,チンプン,キーワー,ゲロゲー,アーハッ,ヒーリン,コンチク,ハッキリ,シービー,ポツリポツ,パッチリ,ドンガラ,コントロ,チビグラ,ビーアー,シーポー,カッチー
2,1,1,3,1,7,4,1,2,1,1,1,1,1,1,18,1,2,4,1,1,2,1,1,1,2,1,1,1,1,1,4,1,1,2,2,1,1,5,1,1
