ワンピー,リンジャー,チンピラ,マルグリ,カリアー,リンゲー,グラバン,リントン,アーデン,アークラ,ゴードン,ハーフム,パーカー,クストン
4,52,1,44,8,12,1,19,4,160,22,2,5,8
