ワンピー,カップル,スカウト,チンピラ,コンクリ,エンジン,ワードサ,ピーカー,ゴーグル,デカブツ,ゲームク,ハッカー,キラチー,ハッピー,コンプリ,ギーパッ,キングス,バキハラ,ハッキン,シャンプー,ヒーカッ,ポーカー,スーツケ,ズタボロ,コンピュー,グスペッ,ジンクス,コロンカー
2,1,2,8,4,1,4,7,47,2,2,1,1,1,1,47,1,17,1,1,2,1,2,4,4,1,1,1
