ゴロゴロ,ヒヤヒヤ,ピンピン,ヘトヘト,ボンボン,ギリギリ,バリバリ,チマチマ,プンプン,コツコツ,ゾクゾク
['「ばかやろ、手前こそとっとと逃げろ！\u3000周りにゃ狙撃兵がゴロゴロしてやがんだぞ！」\n'],['〈ヒヤヒヤさせやがる……おい！〉\n'],"['「ピンピンしとった。子供の頃に戻ったようだと」\n', '「あんた見付けたときゃ驚いたぜ！\u3000そっちこそ顔も変えねェでピンピンしてやがんだもんな」\n']",['「おいおい、あんまり急かさないでくれよ。こちとら高Ｇ船乗ってきたんでヘトヘトなんだ」\n'],['「３番目のボンボンが残ってたろう、アルバートとかいうヤツが」\n'],"['\u3000地面ギリギリの低空飛行、両側面を塞いでビルの列――それが途切れた。\n', '〈馬鹿野郎！〉シンシアの一喝が飛ぶ。〈手前、それほどギリギリの橋渡ってるんなら相談ぐらいしやがれ！〉\n']",['〈駄ッ目ダメ、バリバリに感染してるわ〉\n'],"['〈あーもォチマチマチマチマうっとうしいったら！〉\n', '〈あーもォチマチマチマチマうっとうしいったら！〉\n']",['〈あー……軍用の匂いがプンプン、ちょっと面倒ね。ぶっ潰しちゃっていい？〉\n'],['〈いきなりシャットアウト、ってことはないと思うけどね。こちとら地道にコツコツ仕込んできたんだから〉\n'],['『いいわねェ、ゾクゾクくるわ』\n']
