クッキー,コンクリ,ムシャクシャ,クスカリ,ゴーグル,ノタウロ,アーボー,パッチン,ピンポー,ブリザー,グラウン,ジャングル,コントロ,ハッキン,コンピュー,スーパー,スクリーン
3,7,1,14,2,2,5,3,1,18,1,1,2,1,1,8,1
