ポージン,カップル,スカウト,プリクラ,チンピラ,キンカツ,キューパー,トコトン,ワンパン,トロベリ,バキボキ,ゴチャゴチ,チンカー,ワンツー,ブンスタ,クンドク,ボンクラ,タックル,ガチャガチ,グラウン,トンピン,ハッキリ,ポーカー,ブーンブー,ペットボ,トンズラ,パーカー,ワイトボ,スカジャン,ピンポイ,ヨロシク
4,1,1,6,1,4,1,2,2,4,3,2,3,2,1,1,1,5,1,1,2,3,2,1,3,1,12,1,5,1,2
