クッキー,ピンヒー,ワンピー,ジンジャー,ポージン,キーボー,カップル,コンパク,バリスタ,ワクチン,カントク,クスキュー,チンピラ,コンドー,ウンチク,コンクリ,エンジン,ピーカー,ゴーグル,チングス,チップス,カンパー,トロベリ,ブルピー,ポーツカ,ベロチュー,オズボー,テクノロ,クスペン,ゴーカン,ガサゴソ,ジャンパー,ハーパー,パッキン,コンデン,ゴークル,シーリン,ブラジャー,ピッキン,パープル,ハットン,ゴーマル,ワーアップ,ブルドー,トンカツ,クリボン,ビーピン,プンテラ,デンボー,リングス,パラシュー,ドンピシ,ソロバン,ブービー,コンチク,ハッキリ,オンボロ,デコボコ,カチャカチ,シャンプー,バリトン,ヒーカッ,ポーカー,メチャクチャ,パーキン,シャンパン,パーカー,ヒラリヒラ,コンピュー,ブラウン,スーパー,ハッハー,ピンポイ,ブーメラ,スクリーン,ヒョロガリ
1,1,10,1,12,3,8,2,1,1,1,1,20,1,1,10,64,15,5,1,1,1,1,2,1,1,5,2,63,1,1,2,1,1,2,1,2,5,1,1,76,1,1,2,1,1,1,1,6,2,1,2,1,1,2,1,1,1,1,6,1,1,2,1,2,1,1,1,8,1,1,1,2,3,1,6
