こっから,わなかっ,すくとこ,がらこっ,くること,なみのた,どくさく,しなこと,ぐらうん,つかめた,のたうろ,どろおど,ころから,くすかり,からくる,するから,ことすら,かーから,がらはー,こんへと,とこのお,つけたら,はっきん,かすいちゃ,がつけた,でぶつけ,ぶりざー,けらかん,へとじゃん,くっつけ,しこちら,からぼや,からあー,もそうだ,りんから,とこへと,しなかっ,のしぐさ,くすぴー,ちらこち,からつか,すーぱー,たってく,うとする,かってく,ふさがら,ぼろくさ,たらしな,にこちら,あーぼー,ぱっちん,たらわー,でかかっ,ことでこ,めたかっ,びたじゃん,くりしな,ぴんぐさ,からもそ,はっきり,かったら,がみこん,ごーぐる,こんくり,からきこ,のおばさ,とんがり,からする,わいくら,からだぶ,うところ,とげこん,からこっ,さわかっ,きこもり,よろしく,くっきー,かったっ,とこもそ,しながら,たらげー,すること,むしゃくしゃ,からでか,こんぴゅー,めたこと,こんとろ,おいてか,わーぷす,たっふが,けたくら,ことぐら,がーどす,すくりーん,けたから,たらしく,がぶつか,すごかっ,うだから,にやしな,たらすく,もたくさ,がつけら,ぴんぽー,たらこん,がたくさ,はたくさ,こんから,みしめた,おいしく,ぶつかり,ばしてく,ざわめき,くったら,からおん,からわー,かさめちゃ,ちらから,ことしな,どかぱー,がらもく,ことだら,とくから,しっかり,どんしな
1,3,2,1,2,1,1,1,1,1,1,1,1,15,1,4,1,2,1,1,1,1,1,1,1,1,18,2,1,1,1,1,1,1,1,1,2,1,1,2,1,8,1,19,7,1,1,1,2,5,5,2,1,1,1,1,2,3,1,2,6,1,2,7,1,1,1,1,2,1,2,1,1,1,1,4,2,2,1,27,1,3,1,1,1,1,2,2,3,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,5,1,1,1,1,1,2,1,1,1,2,1,3,1
