ケタケタ,ガタガタ,ドキドキ,ボロボロ,ピクピク,ポロポロ,ガバガバ,キョロキョロ,イチャイチャ,イライラ
['神谷さんはケタケタ笑いながら「あんたが顔を出すだけで話は終わるわよ」そういった。\n'],['怖くて、体がガタガタ震えた。そして尿も垂れ流した。\n'],['えっセレスくんなの私の鼓動はドキドキして止まらない。\n'],"['おかしな事にセレスは凄くボロボロだった。\n', 'おかしな事にセレスは凄くボロボロだった。\n']",['気持ち悪い。手の中で潰れているのにピクピクと動いている。\n'],['彼女はポロポロの泣き始めた。\n'],"['「ガバガバだったら萎えるよね」\n', 'そんな話をしていた。即試験管でガバガバにしてやった。\n']",['公園の中をキョロキョロしながら歩いていた。\n'],['一応、知り合いに笹川や神谷がいるけど、こいつ等は暇さえあればイチャイチャしている。\n'],['なかなか要件を言わないセレスに俺はイライラを募らせる。\n']
