カーボー,ワンピー,カラクリ,カップル,カンテラ,チンピラ,スクガー,ガーボー,フンコロ,チングス,パンキン,ワーバラ,サクジュー,ゴチャゴチ,ピークタ,テクノロ,シースル,ガラクタ,ウロチョロ,クッキリ,バシャバシ,リングショ,ツンカツ,ガチャガチ,ノロジー,ドタバタ,ゲージト,ホログラ,ハッキリ,カップリ,ポツリポツ,パッチリ,ザーアー,コントロ,ビーシッ,ゴードン,ズタボロ,ペラグラ,カリフラ,ボカスカ,パンプス,グスカー,スレチッ,クストン
1,3,1,1,7,2,7,1,1,1,1,1,1,2,1,31,1,1,1,2,3,1,1,1,1,1,6,2,46,1,1,1,1,14,1,39,1,3,1,1,3,6,2,3
