アービシ,ワンピー,ポージン,カップル,カンテラ,チンピラ,ペンネト,パラガラ,トロベリ,クリスタ,マジシャン,カタコン,ガチャガチ,キーワー,トンカチ,クラウン,ハッハー
15,2,1,1,1,1,4,1,10,2,1,8,1,2,1,1,1
