ポージン,スカウト,カンテラ,グルクル,クルアー,ブリガン,ハーピー,カーゴタ,クリザー,アーボー,バシャバシ,リングショ,ガーデン,ドシザー,クスクリ,ヒーリン,カーペン,ドングリ,デンビー,ザーアー,メラアー,スルアー,コンスタ,クラウン,キングイ,スカウン
1,1,1,1,1,5,1,1,19,1,1,14,6,2,1,7,1,3,7,56,1,2,1,1,3,1
