わなかっ,くんなよ,いらしく,しなこと,まじかっ,くするん,ぽーずし,きーじゃん,こそすれ,するから,かさにや,もそちら,はっぴー,くんがや,からすべ,こっちか,ちんぴら,げーじゃん,げたから,くんから,しなかっ,くんのお,しとけば,にこぴー,うとする,こったら,うんこと,にたかっ,きょろしな,はっきり,かったら,てかばん,ぶすこと,からつけ,こんばん,しながら,たらしく,うだから,いじめた,たらこん,くんがく,ひーかっ,ことしな,くすする,すかとろ,しっかり
5,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,11,6,1,1,3,1,1,1,1,2,6,1,1,1,1,7,1,1,1,1,1,1,1,1,1,8
