おいてく,からぶす,ぶりがん,ざーあー,うんどし,うとする,かってく,がらせか,まるでか,はっきり,からのお,しながら,ぴんとこ,ばしてく
1,1,1,8,1,1,3,1,1,1,2,1,1,1
