ガチガチ,オロオロ,ボコボコ
['「俺に料理を期待するな、大体、旅の途中も干し肉やガチガチのパンだったろうが」\n'],['ディックとリィズがまじまじとその魔力球を見つめている。その一方でティアは困り顔でオロオロとしている。\n'],"['このまま鞘に納めた太刀で怯える令嬢をボコボコにするのも何なので、一度太刀を離して徒手での組討ちに入る。この辺の技術はディック直伝だ。\n', '何度も叩きまくっているうちに相手の兜がボコボコになり自分の剣の鞘も罅割れたが、脳震盪でも起こしたのか、相手の意識は無くなっていた。その兵士をアビィは除装させて、黙々と麻紐で縛っていく。\n']"
