ワンピー,カラクリ,スラトン,チンピラ,ゴチャゴチ,ツングー,ボンキュッ,ボンスタ,ドンパチ,ハッキリ,ワークス,ブラウン,グスカー
1,1,1,5,1,1,1,1,1,1,2,1,2
