ペンデン,ドーンドー,キーボー,ツンデレ,コンプラ,カーンカー,ピーカー,メタボリ,ブルグー,バリトン,ワンポイ,ハッキン,デンプン,パープル,ブルクッ,ガサゴソ,ワーキン,ムズアップ,ワンピー,ブリザー,ヒーリン,カップル,ポンコツ,ハッピー,フラウロ,コントロ,ピンポン,ジンクス,サラウン,エンジン,デコボコ,ピッキン,ドーピン,コンピュー,ワイトボ,シュークリ,ポロワン,ドロオド,ドサムズ,ガラクタ,パラシュー,グスペッ,ジューシー,シープラ,ブースタ,グラウン,チリンチリ,ジャンピン,ホログラ,コンクリ,ポーツカ,スーハー
1,1,1,5,1,1,2,1,5,1,1,1,1,1,1,1,1,4,3,1,1,8,3,6,2,17,1,1,1,3,1,1,1,3,2,1,1,1,2,1,3,1,2,1,1,1,1,1,4,4,1,2
