カタカタ,ギリギリ,バリバリ,ペコペコ,ガリガリ
['古臭い野外電話が、カタカタ鳴り、状況が報告されてくるのは、まるで昭和末期の自衛隊である。\n'],"['Ｆー１４は主翼は最前方、ギヤダウン、着艦寸前失速速度ギリギリでアプローチしてまさにピンポイントでコンテナを投下「命中」したのである。\n', 'さて、これにより、怪物のギリギリの距離まで接近させたセンサーからの情報(曳航式のアンテナを水面上に出しリアルタイムで送信)を入手できるようになったのである。\n', '階上にものが揚げればなくなった時点からギリギリまで床上のものを机の上にのせたから多少は助かったが水が引くまで、使用不能である。\n']",['小柄な対潜哨戒機とは言うものの、双発エンジンの機体がバリバリとレシプロエンジンの音を響かせて着艦してくる様子を見た古くからの乗員は、「時代が変わったなぁ」と感嘆したそうである。\n'],['ただ「ちょうにち」新聞様は、当時はＧＨＱにへいこらペコペコだから、スルーしたかも(^-^)。\n'],['実際のマダコの行動は、発見した伊勢エビに上から「ふわり」と舞い降りて、足で絡み付き、胴体中央の固い口器でガリガリと噛みついていくという。\n']
