ペンデン,ピーカー,ピンポイ,ゲームク,カンベン,ハッキン,ワンピー,ゴーグル,クスガー,エンドロ,コントロ,ブルコン,エンジン,スーパー,クッキー,コンピュー,ドタバタ,ガラクタ,ウジャウジ,スラスタ,グラウン,ハッキリ,バンカー,コンデン,ホログラ,トンカチ,コンクリ
28,1,1,1,1,3,3,4,25,1,2,3,4,1,1,28,4,2,1,5,2,10,1,2,6,2,1
