プルルン,スクリーン,ハッキン,ヨロシク,クッキン,ピンポン,ガンシッ,スーパー,コンピュー,テクノロ,メキシコ,ジーパン,グークル,トンタッ,ハッキリ
1,12,9,1,1,1,9,2,8,6,1,1,1,1,2
