こんこん,すたすた,きらきら,ぶるぶる,ぼそぼそ,めちゃめちゃ,ぎりぎり,くっくっ,うきうき,ほいほい,ぶかぶか
['\u3000こんこん。'],['\u3000僕はすたすたと歩いて、強盗の目の前まで近寄った。'],['\u3000なんだか細くて朝日を浴びてきらきらと光っているようできれいだ。'],['\u3000机の上で、すまほはぶるぶると震え続けている。'],['\u3000たとえ気取られないように、ぼそぼそと喋っても、絶対に別人だと思われる。'],['\u3000僕は身長が１８０せんち近くあって、日本人にしては高めだったんだけど、いまの僕は身長がめちゃめちゃさがっているように感じた。まるで子どもみたいだ。１５０せんちないんじゃないか。'],['\u3000見た目はぎりぎり中学生くらい。下手すると小学生くらいで、人目をいやでも惹いてしまう銀髪赤目という謎配色。'],['「くっくっく。宇宙の支配者面をしている地球人どもめ。まさか我々のような高度知性体に滅ぼされる日が来るとは思っておるまい」'],['\u3000僕の言葉を、人間らしい言葉に置換すれば『うきうき』していた。'],['\u3000ちょっと調子にのってたけれど、こんな天使みたいな女の子がほいほいいるはずもないので大丈夫だろう。'],['\u3000身体にまとっている服も、昨日はゆったりとしたとれーなーだったんだけど、いまはもうぶかぶかになっちゃってる。特に手のほうなんて３０せんち以上あまってるのか、だぶついた袖の部分が蛇腹のようになっていた。']
