バサバサ,トントン,カランカラン,ザラザラ,パチパチ
['\u3000僕は喫茶店を出たその足で、駅ビルに入っている大型書店へ行き、バサバサと数冊の本をカゴに入れて買った。\n'],['\u3000トントントンという包丁の音に薄っすらと意識が浮上する。\n'],"['\u3000噂をすれば、カランカランというドア鈴と共に彼は勢いよく入ってきて、店主にカレーを頼んでいる。\n', '\u3000夏から秋にかけて移りゆく自分の心に答えは無く、この思いがどこから来るのかも分からないまま、いつものように彼を待っていると、カランカランと喫茶店のドア鈴が鳴った。\n']",['\u3000しかめっ面をして飲んでいるのを見かねた彼が、砂糖を入れてみたら、と言うのでやってみたが、ザラザラと舌に残る感触に、一度でやめた。\n'],['\u3000泣きじゃくりながらパチパチと地上を離れる為の重力コントロールをオンにしていく。\n']
