カラコソ,ガタシー,パッカリ,クンビク,キーボー,タッカー,カンバシ,デコピン,コロンブス,ピーカー,クルリン,ピンポイ,コンパク,プスピー,クスパタ,ハッキン,スクワイ,シトクヨ,クスパン,カラスル,チンピラ,カードサ,イラリン,ブカメラ,パチクリ,チンチク,ガーデン,チョコプリン,スカベン,マザコン,ズングリ,クッキン,ピーキー,メチャクチャ,ハッピー,ワーカー,ガヤシー,コントロ,クラスタ,アームズ,ビークル,カラクリ,メラチュー,タッチャブ,ガタゴト,エンジン,プラグイ,オンボロ,デコボコ,ジャングル,スーパー,チラカラ,ブルチッ,パッチン,クッキー,スカウト,コンピュー,チンチー,ドンパチ,ガチャガチ,バカスカ,タックル,トンズラ,ボーブリ,ガラクタ,ボンジュー,スラスタ,デカブツ,キーズラ,ブースタ,グラウン,ボロリン,ウトコロ,ハッキリ,ザーガン,キークラ,ワースポ,ホログラ,クンドク,コンクリ,ガードロ,ワーアップ,ゲートロ,ワードス,フンコロ
1,5,1,1,5,1,1,1,1,7,1,1,3,1,1,7,3,1,3,1,5,1,1,1,8,20,20,3,1,3,1,1,1,1,1,229,163,7,1,2,382,1,1,2,1,2,1,1,3,1,8,1,6,1,1,1,1,1,1,2,1,2,1,6,9,1,3,3,1,88,1,1,1,1,7,1,3,2,1,4,6,1,1,4,1
