カタコト,ジャージー,ピーカー,スクリーン,リーンビュー,クルプラ,パラベラ,ハッキン,ワンピー,ザーアー,カーグラ,コンプリ,コントロ,シナプス,クラスタ,エンジン,カーボン,コンピュー,ギープー,パラシュー,ハッキリ,コッキン,ワードス
1,1,2,1,2,3,1,2,2,1,1,2,3,1,6,7,3,17,4,10,1,1,2
