ドスンドス,ピーカー,プスピー,パーカー,ハッキン,コントロ,ピンポン,チリバチ,エンジン,キードー,スーパー,コンピュー,グスカー,デカブツ,ブースタ,グラウン,キーワー,バンカー,コンデン,ペットボ,ガランガラ,パンポン,トログリ,コンクリ
1,1,1,1,1,3,1,1,9,1,3,1,1,1,1,33,1,2,1,2,1,1,11,3
