トロダク,ハッキン,プリオン,ポンコツ,ヨロシク,ハッピー,バンチュー,コントロ,コンチク,スーパー,ペットロ,キーワー,ハッキリ,ホログラ
2,13,4,3,1,1,1,9,1,1,1,1,2,3
