ぶよぶよ,ごつごつ,ばたばた,へらへら,ぽつぽつ,うろうろ,どんどん
"['\u3000それも分からぬ愚か者が食べ過ぎてぶよぶよになってしまう。まこと愚かなり。それではまるで僕である人間と同じでは無いか。\n', '\u3000そのせいでぶよぶよになる者も昔はいた。\n']","['\u3000ごつごつと肉球に当たるものがある。\n', '\u3000ごつごつと肉球に当たる骨の感触がふっと途切れた。\n']","['\u3000やがて兄弟達がばたばたと死んでいった。\n', '\u3000知り合いになった犬どもも、狩らずにやっておいた兎どもも、ばたばたと倒れていった。\n']",['「良く育てるのだぞ」と僕どもに言ったのだが、へらへらと笑うばかりだ。まったく人間どもは我々の言葉をちゃんと学ぶべきである。\n'],['\u3000ぽつぽつと雨が降り始めた。\n'],['\u3000洞窟の外は深い森になっており、洞窟の入り口付近でうろうろした事はあるものの、遠出した事は無かった。\n'],['\u3000どういうわけか、積もりもしない程度の雪で、同胞がどんどん死んでいった。\n']
