ビーカス,キーボー,ツンデレ,キングサ,タッカー,アップアー,ピンポイ,コンパク,ワンポイ,シーズン,ドンデン,ピンポー,ワンパン,ブービー,ヒラスカ,ワンピー,リンピッ,ジャンキー,ヨロシク,コントロ,ビングル,エンジン,クルガー,パラグラ,キンシッ,スーパー,クッキー,トンズラ,ハッスル,ハッキリ,ブーメラ,カツウラ,ポツリポツ,シオジリ,ワーアップ
2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,31,1,5,2,1,1,2,1,1,2,2,1,2,3,11,1
