リングラ,ガリポリ,ガンジー,ピーカー,スクリーン,フージン,カランコロン,エンスタ,パープル,リントン,ツルピカ,スーツケ,カップル,クタウン,ポンコツ,グルスイ,ブルドー,ハッピー,キングス,コントロ,ガタゴト,リンスポ,キングズ,エンジン,ジャングル,ペンハー,コンピュー,ドンパチ,ソロバン,ワンワイ,クラシー,シーボー,キューマル,シーゴー,メキシコ,パラシュー,ビーコン,デカブツ,カーボー,パラワン,バンカー,シナゴー,ワークス,プンカー,コンクリ,プリングル
1,1,1,6,2,1,1,2,3,1,1,1,1,19,2,1,2,1,1,2,1,1,1,13,1,1,3,1,10,7,1,1,1,69,1,1,2,6,1,1,6,1,1,2,5,2
