チンガチ,ツンデレ,ピーカー,スクリーン,ピンポイ,プスピー,クッキリ,コットン,ブカメラ,スカベン,メチャクチャ,ズタボロ,クダウン,スカウン,エンジン,オンボロ,デコボコ,キンシッ,ピッキン,スカウト,コンピュー,ドンパチ,ガチャガチ,タックル,ガラクタ,デカブツ,ブースタ,グラウン,ハッキリ,ポーカー,クンドク,コンクリ,タッパー,ワードス,クリビク
1,3,19,4,1,2,1,1,9,135,1,3,1,1,11,1,1,2,3,2,1,5,2,1,2,9,2,4,10,1,2,8,1,1,1
