キーボー,ブルパッ,ピッチリ,キングサ,デコピン,ピーカー,ピンポイ,ハーピー,バンパー,グリカン,スクワー,カップラ,キンスー,パーカー,デンプン,ザーポイ,ムズアップ,パーカッ,スーツケ,ワンシー,ノタウロ,オンリン,ワンピー,チンピラ,ブルピー,カラカン,ゴーグル,リンスタ,ポンコツ,シーカー,ガーハッ,チンプン,ブルドー,クッキン,ハッピー,コントロ,カチャカチ,シナプス,ヒーカッ,シャキサク,カラクリ,エンジン,チングス,デコボコ,ジャングル,キンシッ,スーパー,ザクビー,シーリン,クーポン,クッキー,スカウト,コンピュー,ワイトボ,グスカー,ドンパチ,ガチャガチ,ポリシー,ウラヅケ,ドタバタ,タックル,カステラ,ブラウン,ツートン,テクノロ,クスリン,ガラクタ,パラシュー,グスペッ,ワンパタ,シャンプー,チップス,ハッキリ,シャンパン,ポーカー,カーリン,カンプン,クリスタ,ペットボ,コンクリ,トンポー,ワードス
5,1,3,1,2,17,1,1,1,1,1,1,1,1,1,1,2,1,1,1,125,1,1,1,1,2,5,1,1,931,2,1,1,1,9,4,1,1,2,2,1,29,3,4,2,1,4,185,1,2,1,1,1,3,1,3,1,2,1,1,3,3,2,1,1,1,7,1,2,1,3,2,110,2,2,1,1,1,7,66,1,2
