ドスクー,キシブル,コンプラ,ビシバシ,ピーカー,ニタリン,ハッキン,パープル,パーカッ,ワンシー,コンテク,ワンピー,ゴーグル,カリプス,ハーハッ,コントロ,サラウン,キングズ,エンジン,デコボコ,スーパー,シーリン,ワクチン,ガチャガチ,タックル,オロギー,ブラウン,メキシコ,ボソガラ,ビーコン,カチンカチ,コンカッ,グラウン,トンタッ,カントン,コンデン,スクドー,ワードス,ドームズ,ドカウン
2,1,1,1,3,2,13,1,1,1,1,1,2,18,3,21,2,2,18,1,1,3,4,1,2,2,73,1,2,1,2,2,3,1,3,1,1,1,2,2
