シククル,ワイドシ,キーボー,カードキ,バチカン,ピーカー,スクリーン,ワンポイ,ブラボー,カッチリ,ザーボー,パーカー,ハッキン,ポートロ,ワンシー,スカイラ,バタフラ,ハードカ,リンピッ,チンピラ,カラカン,ブカメラ,ゴーグル,パチクリ,クラシッ,ポンコツ,パンプス,ボーリン,ウロボロ,テラシー,エンドロ,コントロ,カチャカチ,ヒョロガリ,シナプス,デンドー,ブルガリ,エンジン,チューリン,チングス,ジャングル,スーパー,ピンカー,パッチン,クッキー,コンピュー,グスカー,ガチャガチ,ドタバタ,ブラウン,テクノロ,ガラクタ,ジーパン,パシャパシ,カーペッ,ブラコン,ハッキリ,カーボー,ザービー,ポーカー,ガーリン,ツーリン,カッタラ,ピンボー,ブーメラ,アーグラ,メタトロ,ホログラ,コンクリ,ボンドー
1,1,4,8,2,1,6,1,3,1,1,5,1,3,1,1,1,2,2,3,1,1,1,1,2,5,1,3,3,1,2,1,4,1,2,71,1,8,1,2,1,30,1,4,1,60,1,2,1,3,3,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,129,1,12,1
