ばらばら
['\u3000ばらばらだった恒星が重力に引き寄せられて初期銀河を作り出し、暗黒物質がそれらを結びつけて巨大な紋様のような構造体を形成する。無数のおぶじぇくとが泡と積み重なり、潰れ、膨らみ、宇宙(4次元時空)というしすてむ全体を緩やかに拡大させていく。']
