スクリーン,カタヅケ,ニタリン,コンパク,キンスー,スタビラ,ザブトン,ハッキン,ポンコツ,オンパカ,テクノロ,ガラクタ,ビーコン,スラスタ,コンデン,ホログラ,ワードス,ガタヨロ
1,1,3,1,42,2,2,2,1,1,1,3,1,2,6,5,2,51
