デンジャー,クンパク,ブラジャー,クンビク,キーボー,ツンデレ,ブルパッ,ピッチリ,マジシャン,カードキ,ドキワク,ベンゴシ,プンスカ,キーアー,スクリーン,シッカリ,リングリ,エンドタ,コンパク,ムシャクシャ,プスピー,ジャーブラ,パッキリ,スクワー,ハッキン,パーチク,ブツクサ,カークス,クッキリ,ワンピー,キャッスル,カップル,リンピッ,チンピラ,ゴーグル,リンスタ,クラシッ,ボーリン,スカベン,ピーチク,ハッピー,ゲーチッ,コントロ,カチャカチ,ズタボロ,ヒョロガリ,タップリ,カラクリ,エンジン,ゲートボ,オンボロ,キンシッ,カンテラ,スーパー,ピッキン,コリスー,キーパン,クッキー,スカウト,グスカー,ドンパチ,ガクブル,ガチャガチ,ドタバタ,タックル,ブラウン,ガラクタ,ジーパン,ジューシー,デカブツ,ガサコソ,パンチン,ブースタ,グラウン,キーワー,チームラ,ハッキリ,ポーカー,ボコスカ,ブーメラ,クラスク,コンデン,スタチン,ホログラ,コッキン,コンクリ,ワーアップ,ワイパー,ワードス
3,1,1,2,5,3,2,5,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,8,2,3,252,2,5,13,3,1,10,48,2,1,3,160,2,3,1,4,1,4,1,1,2,21,1,2,1,34,4,1,1,2,6,1,2,5,1,2,8,2,8,7,6,1,1,1,1,1,1,1,5,37,1,1,2,55,13,1,21,3,18,1,1,1
