ドスクー,ザークラ,カーデン,リンシャー,ピッチリ,クスフン,デコピン,ピンポイ,コンパク,ハーピー,ガンボー,ピンヒー,ハラドキ,パンジャン,スクワー,ムズアップ,ヒラメキ,ブービー,ワンピー,ヒーリン,ゴーグル,チンチク,ザーシッ,ツカツー,コントロ,ツルペタ,アームズ,ビークル,エンジン,オンボロ,デコボコ,ジャングル,カンテラ,カッチカ,ザーパン,クッキー,ピーコッ,ドンパチ,コテンパン,ワースラ,ドタバタ,ブラウン,テクノロ,ガラクタ,リーンスラ,パラシュー,アースク,バリボリ,ゲートク,キーワー,ハッキリ,リンキン,ドンピシャ,シャンパン,バリスタ,リンブル,ツーリン,ハードボ,チンカス,クスポロ,ポツリポツ,プンタプ,コンクリ
127,5,51,15,1,1,1,2,1,1,50,2,1,1,1,1,1,7,1,1,1,1,61,1,4,4,4,31,89,7,1,4,1,2,1,3,3,3,1,1,1,23,1,5,3,1,1,1,3,9,5,47,2,1,3,1,1,1,1,1,1,1,1
