スクリーン,ハッハー,パッキリ,ハッキン,ハードカ,コットン,ボーリン,カーボン,コンピュー,ブラウン,グリシナ,チップス,モリキュー,ホログラ
2,2,1,1,1,1,3,1,3,1,3,1,10,1
