ピーカー,プスピー,キーシュー,ブカメラ,ポンコツ,スカベン,エンジン,ドンパチ,キーパー,グラウン,ハッキリ,ワンパッ,コンクリ,ワードス
5,2,1,1,1,74,3,2,1,1,3,1,1,2
