キシブル,キーボー,シャーシー,カードキ,スクリーン,プラカー,ザーガー,コンパク,シースー,ビーグル,スカイラ,カーマル,カップル,リンピッ,チンピラ,リンスタ,ジークラ,ハッピー,コントロ,デンブン,ガンシッ,エンジン,エンチン,ピラクス,スーパー,コンピュー,ポリシー,タックル,ビーシッ,テクノロ,ビーボー,ビーコン,グラウン,シームラ,ペットボ,パースラ,コンクリ,チンパン
2,1,1,2,15,1,3,5,1,1,13,6,6,1,1,3,5,2,12,1,1,130,3,3,5,30,1,2,1,10,1,1,1,5,1,2,4,1
