ドングリ,ザクサク,ドロワー,ニタリン,エンベロ,ガサゴソ,タックー,ワンピー,ザーカッ,エンジン,コンピュー,ガチャガチ,キコモリ,ガラクタ,ビーコン,スラスタ,クサクッ,バリスタ,ムンクル,ワードス
1,1,2,1,1,1,1,13,1,7,2,1,1,4,16,1,1,1,11,11
