キンカラ,プルグリ,ピンヒー,ワンピー,カラクリ,フラワー,スカウト,マザコン,エンジン,ゴーグル,ビーブル,メリカン,パチエン,シナブル,リンブル,プラカー,ビングル,コントロ,ヒーカッ,フラウン,キンシッ,カサブラ,ブラウン
1,1,1,6,1,26,1,1,1,3,1,1,22,574,1,1,1,2,4,10,2,2,1
