ブラザー,カーボー,クッキー,エントロ,ピンヒー,リンパリ,ワンピー,カラクリ,キーボー,カップル,バンパー,スカウト,チンピラ,ムズアップ,ツンデレ,リンピッ,ブカメラ,コンクリ,マジヘタ,エンジン,デコピン,ピーカー,クスカリ,ピンクツ,チップス,プスピー,クリスタ,フーリン,ゴチャゴチ,ハッピー,タッカー,チカチッ,フラガラ,カラドボ,ブルアー,カランカラ,パッキン,クスフン,キングツ,ワーアップ,ブルドー,スクカリ,ツートン,ガンシュー,グラウン,キーワー,カステラ,ハッキリ,ビシャビシ,ブラコン,コントロ,ハッキン,シャンプー,スカウン,スパイラ,グスカー,ピンポイ,チョココロ,パンジャン,スクリーン
1,1,1,2,1,2,1,1,4,1,1,3,1,1,1,2,1,9,2,3,1,11,46,3,2,1,6,1,1,1,1,4,10,1,1,1,1,1,1,2,1,3,1,1,46,4,3,15,1,1,4,1,2,1,1,1,3,1,1,1
