カラクリ,ワンシー,クスカリ,デカブツ,パチクリ,パッチン,ワーアップ,タックル,トコキュー,プリズン,ウロボロ,ヒーリン,ハッキリ,コントロ,メチャクチャ,ハッハー,ガリオン
1,2,10,1,1,2,2,4,2,23,15,66,5,3,1,3,41
