ワンピー,カンドサ,スカウト,ベリオン,ジーパン,ジューシー,ノタウロ,カーペッ,ブラキリ,ブンクル,ツーピー,コンスタ,パーカー
3,6,1,1,1,2,19,1,1,2,1,2,1
