コンパク,ツンデレ,コンクリ,ゴーグル,ウンドボ,カリプス,チンワー,グラウン,ウントボ,ジャングル,ペットボ,ワイトボ,ブラウン
2,1,1,3,1,4,1,7,1,1,1,2,1
