のおばちゃ,えんじん,のおごり,つけてく,うんじと,ことすら,はっきん,けばずぼ,からしっ,にたくね,うとしな,いじめら,ほろぐら,しなかっ,わーくさ,うとする,がーぼた,ごそうと,からびく,きんぴら,でかうん,いそうだ,はっきり,ちまくる,よろしく,びらぐー,しながら,こんぱく,すること,ごぼうか,あっぷする,まるぐら,じゃんぱー,どかめら,うだから,びくする,どたばた,しなくちゃ,ちらから,わんばか,からのた,しっかり,どんずら
1,4,1,1,1,1,5,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,3,2,9,1,1,1,1,5,1,1,1,1,1,1,1,2,1
