おいおい,うんうん,ぽつんぽつん,こんこん,きらきら
"['「おいおい。ずいぶんとしっかりとした装備じぉないか。それだけ揃えているなら、お土産など期待できないな」\n', '「おいおい。なんでそんなことが分かるんだよ、もしかして魔法か？」\n', '「おいおい、山登りなのに草履なのかよ」\n']",['「うんうん、当たる。じゃすとみーとよ」\n'],['今度は、だんじょんの入口までぽつんぽつんとおーくの花を咲かせてみる。\n'],['綺麗な水がこんこんと湧き出る泉。\n'],['目がきらきらしているよ。\n']
