ガーパー,クリドク,カンテラ,ハーピー,ブルザー,キリアー,デカブツ,プスピー,ノタウロ,ハッピー,エンドタ,シッドス,クンドク,ブリザー,ワーアップ,アーハッ,コントロ,トンズラ
2,1,2,2,79,1,1,2,8,1,1,6,1,28,1,1,3,1
