シャーペン,コンドー,ピンポー,パーリン,ワーアップ,グータッ,パラシュー,ガチャリン,チンパン,シャンプー,ズタボロ,パーカー,ピンポイ,バンジー
1,1,1,1,1,1,1,2,1,4,1,1,1,1
